county_id,last_update,confirmed,new_confirmed,deaths,new_deaths,fatality_rate
36011,2020-03-23T00:00:00Z,2,2,0,0,0.0
36089,2020-03-23T00:00:00Z,1,1,0,0,0.0
34003,2020-03-23T00:00:00Z,609,152,6,0,0.01
,2020-03-23T00:00:00Z,419,198,9,6,0.021
34013,2020-03-23T00:00:00Z,273,101,4,0,0.015
34025,2020-03-23T00:00:00Z,238,80,3,0,0.013
34023,2020-03-23T00:00:00Z,210,63,0,0,0.0
34017,2020-03-23T00:00:00Z,190,64,1,0,0.005
34039,2020-03-23T00:00:00Z,189,65,0,0,0.0
34027,2020-03-23T00:00:00Z,177,58,1,0,0.006
34029,2020-03-23T00:00:00Z,144,42,1,0,0.007
34031,2020-03-23T00:00:00Z,141,46,0,0,0.0
34035,2020-03-23T00:00:00Z,67,16,1,0,0.015
34021,2020-03-23T00:00:00Z,50,10,0,0,0.0
34005,2020-03-23T00:00:00Z,36,10,0,0,0.0
34007,2020-03-23T00:00:00Z,33,11,1,0,0.03
34019,2020-03-23T00:00:00Z,18,2,0,0,0.0
34037,2020-03-23T00:00:00Z,15,3,0,0,0.0
34015,2020-03-23T00:00:00Z,13,5,0,0,0.0
34041,2020-03-23T00:00:00Z,12,3,0,0,0.0
34001,2020-03-23T00:00:00Z,6,1,0,0,0.0
34009,2020-03-23T00:00:00Z,2,0,0,0,0.0
34011,2020-03-23T00:00:00Z,1,0,0,0,0.0
34033,2020-03-23T00:00:00Z,1,0,0,0,0.0
53033,2020-03-23T00:00:00Z,1170,130,87,12,0.074
53061,2020-03-23T00:00:00Z,519,39,11,1,0.021
,2020-03-23T00:00:00Z,112,0,0,0,0.0
53053,2020-03-23T00:00:00Z,126,19,1,0,0.008
53073,2020-03-23T00:00:00Z,48,0,2,0,0.042
53057,2020-03-23T00:00:00Z,45,1,1,1,0.022
53025,2020-03-23T00:00:00Z,23,0,1,0,0.043
53029,2020-03-23T00:00:00Z,25,4,1,0,0.04
53063,2020-03-23T00:00:00Z,29,9,0,0,0.0
53035,2020-03-23T00:00:00Z,18,0,0,0,0.0
53077,2020-03-23T00:00:00Z,25,9,0,0,0.0
53067,2020-03-23T00:00:00Z,11,0,0,0,0.0
53011,2020-03-23T00:00:00Z,13,3,4,1,0.308
53005,2020-03-23T00:00:00Z,9,2,3,1,0.333
53031,2020-03-23T00:00:00Z,8,1,0,0,0.0
53021,2020-03-23T00:00:00Z,5,2,0,0,0.0
53037,2020-03-23T00:00:00Z,5,1,0,0,0.0
53039,2020-03-23T00:00:00Z,4,0,0,0,0.0
53009,2020-03-23T00:00:00Z,4,0,0,0,0.0
53015,2020-03-23T00:00:00Z,3,0,0,0,0.0
53007,2020-03-23T00:00:00Z,6,3,0,0,0.0
53041,2020-03-23T00:00:00Z,2,0,0,0,0.0
53075,2020-03-23T00:00:00Z,2,1,0,0,0.0
53027,2020-03-23T00:00:00Z,1,0,0,0,0.0
53013,2020-03-23T00:00:00Z,1,0,0,0,0.0
53043,2020-03-23T00:00:00Z,1,0,0,0,0.0
53045,2020-03-23T00:00:00Z,1,0,0,0,0.0
,2020-03-23T00:00:00Z,1,0,0,0,0.0
53065,2020-03-23T00:00:00Z,1,0,0,0,0.0
53055,2020-03-23T00:00:00Z,1,0,0,0,0.0
53001,2020-03-23T00:00:00Z,1,1,0,0,0.0
53017,2020-03-23T00:00:00Z,1,1,0,0,0.0
